description,costPrice,salePrice,quantity,idProveedor,code,size,activo
pantalon de lanilla - azul,2500.0,5000.0,1,1,pantalon de lanilla - azul-2500-5000-24M-1,24M,0
body blanca - rosa bebe,3000.0,6000.0,1,1,0039010110024M,24M,0
"body blanca - blanco ",3000.0,6000.0,0,1,0039010100024M,24M,0
"body gino - azul ",3000.0,6000.0,1,1,0063390019024M,24M,0
body eliana - rosa,3000.0,6000.0,1,1,0245320110024M,24M,0
"body eliana - blanco ",3000.0,6000.0,1,1,0245320100024M,24M,0
body Ismael - ceudo,3000.0,6000.0,1,1,0054010170024M,24M,0
"body chomba matias  - blanco ",3500.0,7000.0,1,1,0051000100024M,24M,0
"remera daisy - mostaza ",3000.0,6000.0,1,1,0839670186002A,24M,0
remera termica - beige,3500.0,7000.0,1,1,0800860142002A,24M,0
"remera termica - rosa viejo ",3500.0,7000.0,1,1,0800860111002A,24M,0
remera facu - tostado,3000.0,6000.0,1,1,0825200027024M,24M,0
"remera Ismael - beige ",3000.0,6000.0,1,1,0838010142002A,24M,0
"remera ride - azul ",3000.0,6000.0,1,1,0806016819024M,24M,0
"remera tsunami - blanco ",3000.0,6000.0,1,1,0806019900024M,24M,0
renera Ismael - azul,3000.0,6000.0,1,1,0838010119002A,24M,0
musculosa long beach - gris,3000.0,6000.0,1,1,0831016790024M,24M,0
"musculosa long beach - crudo ",3000.0,6000.0,1,1,0831016770024M,24M,0
musculosa surfer - mostaza,3000.0,6000.0,1,1,0831016386002A,24M,0
musculosa salos - verde,2000.0,4000.0,1,1,musculosa salos - verde-2000-4000-24M-1,24M,0
"body calado - blanco ",2000.0,4000.0,2,1,body calado - blanco -2000-4000-24M-2,24M,0
body julian - gris,2000.0,4000.0,1,1,body julian - gris-2000-4000-24M-1,24M,0
body panel abeja - beige,2000.0,4000.0,1,1,body panel abeja - beige-2000-4000-24M-1,24M,0
body rayado bolsillitos - verde,2500.0,5000.0,1,1,body rayado bolsillitos - verde-2500-5000-24M-1,24M,0
"remera candela - blanco ",3000.0,6000.0,1,1,0875010100024M,24M,0
"remera selena - crudo ",3000.0,6000.0,1,1,0814040170002A,24M,1
remera selena - crudo,3000.0,6000.0,1,1,0814040170002A,24M,0
"remera erizo baby - blanco ",3000.0,6000.0,1,1,0817011900024M,24M,0
"remera leysa - blanco ",3000.0,6000.0,1,1,remera leysa - blanco -3000-6000-24M-1,24M,0
remera yamila - blanco,3500.0,7000.0,1,1,0878010400024M,24M,0
remera bernarda - blanco,2500.0,5000.0,1,1,0844000100024M,24M,0
remera mia - aero,2500.0,5000.0,1,1,0804000121024M,24M,0
remera felicita - beige,2500.0,5000.0,1,1,0873010042002A,24M,0
remera bernarda - rojo,2500.0,5000.0,1,1,0844000150024M,24M,0
"body calado - blanco ",2000.0,4000.0,1,1,body calado - blanco -2000-4000-24M-1,24M,0
"body polera - celeste ",2000.0,4000.0,1,1,body polera - celeste -2000-4000-24M-1,24M,0
"body liso - celeste ",2000.0,4000.0,1,1,body liso - celeste -2000-4000-24M-1,24M,0
remera Cande - rosa,2000.0,4000.0,1,1,3784-RO-4A,24M,0
remera foxy - nude,2500.0,5000.0,1,1,0800017538024M,24M,0
remera daisy m/L - rosa viejo,2500.0,5000.0,1,1,0839670111002A,24M,0
camisa jean - azul,3000.0,6000.0,1,1,camisa jean - azul-3000-6000-12M-1,12M,0
body ismael - gris,3000.0,6000.0,1,1,body ismael - gris-3000-6000-24M-1,24M,0
"body ismael - mostaza ",3000.0,6000.0,1,1,0054010186024M,24M,0
body ismael - azul,3000.0,6000.0,0,1,body ismael - azul-3000-6000-24M-1,24M,0
"remera volados - blanco ",2500.0,5000.0,1,1,remera volados - blanco -2500-5000-24M-1,24M,0
"remera flores lila - blanco ",2500.0,5000.0,1,1,remera flores lila - blanco -2500-5000-24M-1,24M,0
body india - crudo,3000.0,6000.0,1,1,0073480170024M,24M,0
"body india - tostado ",3000.0,6000.0,1,1,0073480111024M,24M,1
body india  - rosa viejo,3000.0,6000.0,1,1,0073480111024M,24M,0
"remera angelito - crudo ",3000.0,6000.0,1,1,remera angelito - crudo -3000-6000-24M-1,24M,0
body lunares - fuccia,2500.0,5000.0,1,1,3731-FU-24M,24M,0
"musculosa salos voladitos - celeste ",2500.0,5000.0,1,1,musculosa salos voladitos - celeste -2500-5000-24M-1,24M,0
musculosa jirafa - rosa,2500.0,5000.0,1,1,musculosa jirafa - rosa-2500-5000-24M-1,24M,0
remera cande - verde,2000.0,4000.0,1,1,remera cande - verde-2000-4000-24M-1,24M,0
"remea Cande - blanco ",2000.0,4000.0,1,1,remea Cande - blanco -2000-4000-24M-1,24M,0
vestido lilian - orquidia,4500.0,8500.0,1,1,0903160193024M,24M,0
calza lana pequeño amor - gris,2500.0,5000.0,1,1,calza lana pequeño amor - gris-2500-5000-24M-1,24M,0
"pantalon lanilla - verde ",2500.0,5000.0,1,1,pantalon lanilla - verde -2500-5000-24M-1,24M,0
calza dolly - oxido,3000.0,6000.0,1,1,0400150197024M,24M,0
pantalon estrella - beige,4000.0,8000.0,1,1,0404600042024M,24M,0
"pantalon milena - verde ",3500.0,7000.0,1,1,0434860031024M,24M,0
pantalon leonel - gris melange,2800.0,5300.0,1,1,0414630190024M,24M,0
pantalon estrella - rosa bebe,4000.0,8000.0,1,1,0404600010024M,24M,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125024M,24M,0
"remera anton - topo ",3000.0,6000.0,1,1,0805640094002A,24M,0
"calza ardilla - beige ",3000.0,6000.0,1,1,0400350042024M,24M,0
buzo liso - bordo,2500.0,5000.0,1,1,buzo liso - bordo-2500-5000-24M-1,24M,0
buzo liso - azul,2500.0,5000.0,1,1,buzo liso - azul-2500-5000-24M-1,24M,0
saco vestir I.M. - azul,7000.0,14000.0,1,1,saco vestir I.M. - azul-7000-14000-24M-1,24M,0
campera de hilo I.M. - crudo,5000.0,10000.0,1,1,campera de hilo I.M. - crudo-5000-10000-24M-1,24M,0
short palmeras - azul,2500.0,5000.0,1,1,short palmeras - azul-2500-5000-24M-1,24M,0
pantalon teo jeans,4000.0,8000.0,1,1,pantalon teo jeans-4000-8000-24M-1,24M,0
short florsita bordado - negro,2500.0,5000.0,1,1,short florsita bordado - negro-2500-5000-24M-1,24M,0
baiker puntilla - rosa,2500.0,5000.0,1,1,baiker puntilla - rosa-2500-5000-24M-1,24M,0
baiker puntilla - blanco,2500.0,5000.0,1,1,baiker puntilla - blanco-2500-5000-24M-1,24M,0
shorsito puntilla salos - gris,2000.0,4000.0,1,1,shorsito puntilla salos - gris-2000-4000-24M-1,24M,0
shorsito puntilla bolsillo - naranja,2000.0,4000.0,1,1,shorsito puntilla bolsillo - naranja-2000-4000-24M-1,24M,0
"shorsito lunares salos - fucsia ",2000.0,4000.0,1,1,shorsito lunares salos - fucsia -2000-4000-24M-1,24M,0
calza moño - crudo,3000.0,6000.0,1,1,calza moño - crudo-3000-6000-24M-1,24M,0
calza puntilla abajo - rosa,3000.0,6000.0,1,1,calza puntilla abajo - rosa-3000-6000-24M-1,24M,0
pantalon floreado tomico - blanco,3000.0,6000.0,3,1,pantalon floreado tomico - blanco-3000-6000-24M-1,24M,0
jardinero tomiko - rosa,4000.0,8000.0,1,1,jardinero tomiko - rosa-4000-8000-24M-1,24M,0
"camisa lolo m/c - blanco ",2500.0,5000.0,1,1,camisa lolo m/c - blanco -2500-5000-24M-1,24M,0
vestido shine - manteca,4000.0,8000.0,1,1,vestido shine - manteca-4000-8000-24M-1,24M,0
"vestido infant - blanco ",3000.0,6000.0,1,1,vestido infant - blanco -3000-6000-24M-1,24M,0
"vestido angelito - blanco ",3500.0,7000.0,1,1,vestido angelito - blanco -3500-7000-24M-1,24M,0
"vestido flores rosas - blanco ",2500.0,5000.0,1,1,vestido flores rosas - blanco -2500-5000-24M-1,24M,0
vestido flores rosa - celeste,2500.0,5000.0,1,1,vestido flores rosa - celeste-2500-5000-24M-1,24M,0
vestido bailarinas,3500.0,7000.0,1,1,vestido bailarinas-3500-7000-24M-1,24M,0
"vestido flores marrones - blanco ",3500.0,7000.0,1,1,vestido flores marrones - blanco -3500-7000-24M-1,24M,0
vestido tiritas reino mora - rojo,4000.0,8000.0,1,1,vestido tiritas reino mora - rojo-4000-8000-24M-1,24M,0
vestido m/L puntilla - crudo,3500.0,7000.0,1,1,vestido m/L puntilla - crudo-3500-7000-24M-1,24M,0
"vestido jackie - blanco ",4500.0,9000.0,1,1,0928180100024M,24M,0
camisa jano - marino,5500.0,11000.0,1,1,0864910125024M,24M,0
biker monique - lavanda,2500.0,5000.0,1,1,0408040047002A,24m,0
"short irene - arana ",2800.0,5300.0,1,1,0747370028002A,24M,0
short augusta - tostado,2500.0,5000.0,1,1,0748220027002A,24M,0
"short pedro - mostaza ",2500.0,5000.0,1,1,short pedro - mostaza -2500-5000-24M-1,24M,0
short maggie - rosa vieja,2500.0,5000.0,1,1,0712220111024M,24M,0
short margarita - chicle dior,2500.0,5000.0,1,1,0749760013002A,24M,0
remra bordada ciervo - crudo,3000.0,6000.0,1,1,remra bordada ciervo - crudo-3000-6000-24M-1,24M,0
"remera blanca - blanco ",3000.0,6000.0,1,1,0854010100024M,24M,0
calza bambi - crudo,3000.0,6000.0,1,1,0400740070024M,24M,0
calza ardilla - rosa bebe,3000.0,6000.0,1,1,0400350010024M,24M,0
"short pedro - mostaza ",2500.0,5000.0,1,1,0779320086024M,24M,0
vestido claribel - rosa viejo,4500.0,9000.0,1,1,0914150011024M,24M,0
calza modelos - rojo,2500.0,5000.0,1,1,0400000099024M,24M,0
"calza mon amour - melange ",2500.0,5000.0,1,1,0497070090024M,24M,0
"campera pedro - gris ",3000.0,6000.0,1,1,0540400190024M,24M,0
buzo paulino - azul,3000.0,6000.0,1,1,0556730019002A,24M,0
buzo puntilla sin frizza - crudo,3000.0,6000.0,1,1,buzo puntilla sin frizza - crudo-3000-6000-24M-1,24M,0
campera amelie - gris,3000.0,6000.0,1,1,0539050190002A,24M,0
"buzo Melchor - tostado ",4000.0,8000.0,1,1,0569060027002A,24M,0
calza azucar - beige,3000.0,6000.0,1,1,0400360042002A,24M,0
"mono amparo - tostado ",4500.0,9000.0,1,1,0353330127002A,24M,0
mono amparo - rosa viejo,4500.0,9000.0,1,1,0353330111002A,24M,0
"mono amparo - rojo ",4500.0,9000.0,1,1,mono amparo - rojo -4500-9000-24M-1,24M,0
vestido amparo - rojo,4500.0,9000.0,1,1,0947330150002A,24M,0
vestido Trinidad - rojo,4500.0,9000.0,1,1,0902010050024M,24M,0
vestido selena - rosa viejo,4000.0,8000.0,1,1,0965040111002A,24M,0
vestido marga - rosa viejo,3000.0,6000.0,1,1,0901010411024M,24M,0
"conjunto zafira - rosa viejo ",4000.0,8000.0,0,1,0610160111024M,24M,0
solero martina - aero,3500.0,7000.0,1,1,0967620121002A,24M,0
"vestido laura. - rojo ",3500.0,7000.0,1,1,0919210150024M,24M,0
chomba mateo - marino,3800.0,7300.0,1,1,0837000125024M,24M,0
chomba mateo - rojo,3800.0,7300.0,1,1,0837000150024M,24M,0
"calza titina - rosa ",2500.0,5000.0,1,1,calza titina - rosa -2500-5000-24M-1,24M,1
calza titina - uva,3000.0,6000.0,1,1,calza titina - uva-3000-6000-24M-1,24M,1
short palmeras - azul,2500.0,5000.0,1,1,short palmeras - azul-2500-5000-4A-1,4A,0
calza titina - uva,3000.0,6000.0,1,1,calza titina - uva-3000-6000-4A-1,4A,0
calza titina - rosa bebe,3000.0,6000.0,1,1,calza titina - rosa bebe-3000-6000-4A-1,4A,0
"buzo puntilla salos ",3000.0,6000.0,1,1,buzo puntilla salos -3000-6000-4A-1,4A,0
short camuflado - gris,3000.0,6000.0,1,1,short camuflado - gris-3000-6000-4A-1,4A,0
buzo liso - verde,2500.0,5000.0,1,1,buzo liso - verde-2500-5000-4A-1,4A,0
"buzo liso - gris oscuro ",2500.0,5000.0,1,1,buzo liso - gris oscuro -2500-5000-4A-1,4A,0
"short amelie - beige ",3000.0,6000.0,1,1,0708050042004A,4A,0
vestido rufina - marino,6000.0,12000.0,1,1,0990860025004A,4A,0
"jardinero roma - ladrillo ",6800.0,13300.0,1,1,0391150043004A,4A,0
pantalón paulo - topo,3000.0,6000.0,1,1,0425060094004A,4A,0
campera tejida I.M. - azul,3000.0,6000.0,1,1,campera tejida I.M. - azul-3000-6000-6A-1,6A,0
"short camuflado  - celeste ",2000.0,4000.0,1,1,short camuflado  - celeste -2000-4000-6A-1,6A,0
"short calado salos - blanco ",2500.0,5000.0,1,1,short calado salos - blanco -2500-5000-6A-1,6A,1
"short calado salos - blanco ",2500.0,5000.0,1,1,short calado salos - blanco -2500-5000-6A-1,6A,0
pantalon corderoy - beige,4000.0,8000.0,1,1,pantalon corderoy - beige-4000-8000-6A-1,6A,0
"calza titina - uva ",2500.0,5000.0,3,1,calza titina - uva -2500-5000-6A-1,6A,0
calza titina - verde,2500.0,5000.0,1,1,calza titina - verde-2500-5000-6A-1,6A,0
calza titina - rosa,2500.0,5000.0,1,1,calza titina - rosa-2500-5000-6A-1,6A,0
"pantalon gabardina - mostaza ",4000.0,8000.0,1,1,pantalon gabardina - mostaza -4000-8000-6A-1,6A,0
"vestido mangas volado - rojo ",4500.0,9000.0,1,1,vestido mangas volado - rojo -4500-9000-6A-1,6A,0
vestido espalda volados - rojo,4500.0,9000.0,1,1,vestido espalda volados - rojo-4500-9000-6A-1,6A,0
remera manga m/L - azul,2500.0,5000.0,1,1,remera manga m/L - azul-2500-5000-8A-1,8A,0
remera rallada m/ L - azul,2500.0,5000.0,1,1,remera rallada m/ L - azul-2500-5000-8A-1,8A,0
"chomba rallada I.M. ",2500.0,5500.0,1,1,chomba rallada I.M. -2500-5500-8A-1,8A,0
"camisa cuadrille I.M. - azul ",3500.0,7000.0,1,1,camisa cuadrille I.M. - azul -3500-7000-8A-1,8A,0
vestido volado frente - verde,2500.0,5000.0,1,1,vestido volado frente - verde-2500-5000-8A-1,8A,0
bermuda vestir - rojo,3000.0,6000.0,1,1,bermuda vestir - rojo-3000-6000-8A-1,8A,0
biker floreado - rosa,3000.0,6000.0,1,1,biker floreado - rosa-3000-6000-8A-1,8A,0
baiker liso volado arriba - crudo,3000.0,6000.0,1,1,baiker liso volado arriba - crudo-3000-6000-8A-1,8A,0
"shorcito broderi - blanco ",3000.0,6000.0,1,1,shorcito broderi - blanco -3000-6000-8A-1,8A,0
baiker liso reino mora - uva,2500.0,5000.0,1,1,baiker liso reino mora - uva-2500-5000-8A-1,8A,0
piyama rayado - blanco,3000.0,6000.0,1,1,piyama rayado - blanco-3000-6000-8A-1,8A,0
"remera m/L yelowstone - gris ",3000.0,6000.0,1,1,remera m/L yelowstone - gris -3000-6000-8A-1,8A,0
"remera moto I.M. m/L - gris ",3000.0,6000.0,1,1,remera moto I.M. m/L - gris -3000-6000-8A-1,8A,0
musculosa salos luneres - azul,2500.0,5000.0,1,1,musculosa salos luneres - azul-2500-5000-8A-1,8A,0
short palmeras y rayas,2500.0,5000.0,1,1,short palmeras y rayas-2500-5000-8A-1,8A,0
"short Ana, anteojos - gris ",2500.0,5000.0,1,1,"short Ana, anteojos - gris -2500-5000-8A-1",8A,0
"short camuflado - celeste ",2500.0,5000.0,1,1,short camuflado - celeste -2500-5000-8A-1,8A,0
short palmeras salos - azul,2500.0,5000.0,1,1,short palmeras salos - azul-2500-5000-8A-1,8A,0
shor 4 - gris,2000.0,4000.0,1,1,shor 4 - gris-2000-4000-8A-1,8A,0
calza titina - uva,3000.0,6000.0,2,1,calza titina - uva-3000-6000-8A-2,8A,0
calza titina - verde,3000.0,6000.0,1,1,calza titina - verde-3000-6000-8A-1,8A,0
calza titina - rosa,3000.0,6000.0,1,1,calza titina - rosa-3000-6000-8A-1,8A,0
calza corazón - rosa,2500.0,5000.0,1,1,calza corazón - rosa-2500-5000-8A-1,8A,0
campera hilo I.M. - gris,4000.0,8000.0,1,1,campera hilo I.M. - gris-4000-8000-8A-1,8A,0
campera tejida cuello mao I.M. -  bordo,4000.0,8000.0,1,1,campera tejida cuello mao I.M. -  bordo-4000-8000-8A-1,8A,0
"short helados salos - blanco ",2500.0,5000.0,1,1,short helados salos - blanco -2500-5000-10A-1,10A,0
"campera volado brillo - rosa ",3500.0,7000.0,1,1,campera volado brillo - rosa -3500-7000-10A-1,10A,0
"calza floreada salos - blanco ",2500.0,5000.0,1,1,calza floreada salos - blanco -2500-5000-10A-1,10A,0
"calza titina - verde ",3000.0,6000.0,1,1,calza titina - verde -3000-6000-10A-1,10A,0
"calza titina - uva ",3000.0,6000.0,1,1,calza titina - uva -3000-6000-10A-1,10A,0
bermuda vestir - negro,3000.0,6000.0,1,1,bermuda vestir - negro-3000-6000-10A-1,10A,0
"baiker florcitas chicas - blanco ",2500.0,5000.0,1,1,baiker florcitas chicas - blanco -2500-5000-10A-1,10A,0
baiker florcitas azules - blanco,2500.0,5000.0,1,1,baiker florcitas azules - blanco-2500-5000-10A-1,10A,0
baiker lisa bolados - crudo,2500.0,5000.0,1,1,baiker lisa bolados - crudo-2500-5000-10A-1,10A,0
short palmeras - azul,2500.0,5000.0,1,1,short palmeras - azul-2500-5000-10A-1,10A,0
short rayos - gris,2500.0,5000.0,1,1,short rayos - gris-2500-5000-10A-1,10A,0
musculosa salos - verde,2000.0,4000.0,1,1,musculosa salos - verde-2000-4000-10A-1,10A,0
"remera leysa lilas - blanco ",3000.0,6000.0,1,1,remera leysa lilas - blanco -3000-6000-10A-1,10A,0
musculosa lunares - azul,2500.0,5000.0,1,1,musculosa lunares - azul-2500-5000-10A-1,10A,0
vestido volado pecho - verde,2000.0,4000.0,1,1,vestido volado pecho - verde-2000-4000-10A-1,10A,0
"vestido monique - rosa ",5000.0,10000.0,1,1,vestido monique - rosa -5000-10000-10A-1,10A,0
musculosa salos - rojo,2000.0,4000.0,1,1,musculosa salos - rojo-2000-4000-14A-1,14A,0
musculosa salos - verde,2000.0,4000.0,1,1,musculosa salos - verde-2000-4000-14A-1,14A,0
short palmeras - azul,2500.0,5000.0,1,1,short palmeras - azul-2500-5000-14A-1,14A,0
short rayos - gris,2500.0,5000.0,1,1,short rayos - gris-2500-5000-14A-1,14A,0
short hojas - verde,2500.0,5000.0,1,1,short hojas - verde-2500-5000-14A-1,14A,0
"remera rayada salos - gris ",2000.0,4000.0,1,1,remera rayada salos - gris -2000-4000-12A-1,12A,0
"remera anteojos salos - rojo ",2500.0,5000.0,1,1,remera anteojos salos - rojo -2500-5000-12A-1,12A,0
remera long beach - rojo,2500.0,5000.0,1,1,remera long beach - rojo-2500-5000-12A-1,12A,0
"pantalon liso - bordo ",2500.0,5000.0,1,1,pantalon liso - bordo -2500-5000-12A-1,12A,0
short palmeras - azul,2500.0,5000.0,1,1,short palmeras - azul-2500-5000-12A-1,12A,0
remera bernarda - rojo,3000.0,6000.0,1,1,084400015000XS,12A,0
remera felicita - beige,3000.0,6000.0,1,1,087301004200XS,12A,0
"blusa paloma - blanco ",3000.0,6000.0,1,1,086963000000XS,12A,0
blusa paloma - tostado,3000.0,6000.0,1,1,086963002700XS,12A,0
"remerra chano - Francia ",3000.0,6000.0,1,1,080725009600XS,12A,0
remera isamael - azul,3000.0,6000.0,1,1,083801011900XS,12A,0
short justina - denim,3000.0,6000.0,1,1,075031002200XS,12A,0
short augusta - tostada,3000.0,6000.0,1,1,074822002700XS,12A,0
short margarita - chicle,3000.0,6000.0,1,1,074976001300XS,12A,0
buzo franca - tostado,6000.0,12000.0,1,1,051784002700XS,12A,0
buzo rapunzel - beige,3000.0,6000.0,1,1,051705014200XS,12A,0
"buzo Rapunzel - crudo ",3000.0,6000.0,1,1,051705017000XS,12A,0
remera daisy - rosa viejo,3000.0,6000.0,1,1,083967011100XS,12A,0
"remera daisy - mostaza ",2500.0,5000.0,1,1,083967018600XS,12A,0
remera into the wild - mocca,3000.0,6000.0,1,1,080501543500XS,12A,0
remera into the wild - bordo,3000.0,6000.0,1,1,080501549700XS,12A,0
remera yellowstone - gris,3000.0,6000.0,1,1,080501869000XS,12A,0
vestido marga - oliva,3500.0,7000.0,1,1,0901010408024M,"24M ",1
remera galactic - gris topo,3000.0,6000.0,1,1,089801709400XS,12A,0
"vestido amparo - blanco ",4000.0,8000.0,1,1,094733010000XS,12A,0
mono amparo - rosa viejo,3500.0,7000.0,1,1,035333011100XS,12A,0
"mono amparo - tostado ",3500.0,7000.0,1,1,035333012700XS,12A,0
"mono amparo - rojo ",3500.0,7000.0,1,1,035333015000XS,12A,0
bomber alina - rosa viejo,4000.0,8000.0,1,1,0539700111000S,14A,0
"remea daisy - mostaza ",2500.0,5000.0,1,1,0839670186000S,14A,0
remera daisy - rosa viejo,2500.0,5000.0,1,1,0839670111000S,14A,0
"remera into the wild - oxido ",3000.0,6000.0,1,1,0805015497000S,14A,0
remera into the wild - mocca,3000.0,6000.0,1,1,0805015435000S,14A,0
remera into the wild - bordo,3000.0,6000.0,1,1,0805015453000S,14A,0
remera Yellowstone - gris,3000.0,6000.0,1,1,0805018690000S,14A,0
remera Ismael - gris,3000.0,6000.0,1,1,0838010190000S,14A,0
"remera felicita - blanco ",3000.0,6000.0,1,1,0873010000000S,14A,0
remera felicita - beige,3000.0,6000.0,1,1,0873010042000S,14A,0
"blusa paloma - tostado ",3000.0,6000.0,1,1,0869630027000S,14A,0
blusa paloma,3000.0,6000.0,1,1,0869630000000S,14A,0
"short margarita - chicle ",2500.0,5000.0,1,1,0749760013000S,14A,0
short augusta - tostado,3000.0,6000.0,1,1,0748220027000S,14A,0
short justina - deniam,3000.0,6000.0,1,1,0750310022000S,14A,0
buzo franca - tostadoz,6000.0,12000.0,1,1,0517840027000S,14A,0
vestido amparo - rojo,3500.0,7000.0,1,1,0947330150000S,14A,0
solero martina - aero,3000.0,6000.0,1,1,0967620121000S,14A,0
"mono amparo - rojo ",3500.0,7500.0,1,1,0353330150000S,14A,0
"mono amparo - tostado ",3500.0,7500.0,1,1,0353330127000S,14A,0
remera bernarda - rojo,3000.0,6000.0,1,1,remera bernarda - rojo-3000-6000-14A-1,14A,0
vestido volado en el frente - verde,2500.0,5000.0,1,1,vestido volado en el frente - verde-2500-5000-14A-1,14A,0
short justina - denim,3000.0,6000.0,1,1,0750310022010A,10A,0
short amelie - rosa viejo,2500.0,5000.0,1,1,0708050011010A,10A,0
"short augusta - tostado ",2500.0,5000.0,1,1,0748220027010A,10A,0
"biker monique - lavanda ",2500.0,5000.0,1,1,0408040047010A,10A,0
buzo paulino - topo,3000.0,6000.0,1,1,0556730094010A,10A,0
buzo paulino - arena,3000.0,6000.0,1,1,0556730028010A,10A,0
"short marga - chicle ",3000.0,6000.0,1,1,0749760013010A,10A,0
"short Irene - mostaza ",3000.0,6000.0,1,1,0747370086010A,10A,0
calza termica - militar,3500.0,7000.0,1,1,0401860130010A,10A,0
pantalon melchor - tostado,3500.0,7000.0,1,1,0435060027010A,10A,0
"pantalon paulo - mostaza ",3500.0,7000.0,1,1,0425060086010A,10A,0
pantalon melchor - marino,3500.0,7000.0,1,1,0435060025010A,10A,0
buzo yago - marino,3000.0,6000.0,1,1,0506057725010A,10A,1
buzo yago - marino,3000.0,7000.0,1,1,0506057725010A,10A,0
buzo Trinidad - crudo,4000.0,8000.0,1,1,0519690070010A,10A,0
calza azucar - beige,3000.0,6000.0,1,1,0400360042010A,10A,0
calza azucar - rosa bebe,3000.0,6000.0,1,1,0400360010010A,10A,0
calza dolly - oxido,3000.0,6000.0,1,1,0400150197010A,10A,0
calza dolly - rosa viejo,3000.0,6000.0,1,1,0400150111010A,10A,0
"buzo trinidad - rosa viejo ",4000.0,8000.0,1,1,0519690011010A,10A,0
buzo lina - gris melange,3000.0,6000.0,1,1,0519560190010A,10A,0
"buzo paulo - topo ",4000.0,8000.0,1,1,0556060094010A,10A,0
"buzo franca - chicle - dior ",6000.0,12000.0,1,1,0517840013010A,10A,0
"campera moon - caramelo ",6000.0,12000.0,1,1,0552110080010A,10A,0
buzo melchor - tostado,4000.0,8000.0,1,1,0569060027010A,10A,0
"buzo Rapunzel - crudo ",3000.0,6000.0,1,1,0517050170010A,10A,0
bermuda matias - rojo,3000.0,6000.0,1,1,0716110150010A,10A,0
"remera into the wild - oxido ",3000.0,6000.0,1,1,0805015497010A,10A,1
remera isidro - tostado,3000.0,6000.0,1,1,0838010127010A,10A,0
"chomba matias - blanco ",3500.0,7000.0,1,1,0830000100010A,10A,0
"remera daisy - rosa viejo ",2500.0,5000.0,1,1,0839670111010A,10A,0
remera gina - rosa bebe,3000.0,6000.0,1,1,0800500110010A,10A,0
musculosa brookling - agua,2500.0,5000.0,1,1,0831017745010A,10A,0
"remera palm beach - azul ",2500.0,5000.0,1,1,0806016919010A,10A,0
remera tsunami - marino,2500.0,5000.0,1,1,0806019925010A,10A,0
remera ismael - beige,2500.0,5000.0,1,1,0838010142010A,10A,0
"remera ismael - gris ",2500.0,5000.0,1,1,0838010190010A,10A,0
"remera galactic - gris topo ",2500.0,5000.0,1,1,0898017094010A,10A,0
remera chano - francia,2500.0,5000.0,1,1,0807250096010A,10A,0
"remera tuna - blanco ",2500.0,5000.0,1,1,0806016200010A,10A,0
"blusa paloma - blanco ",3000.0,6000.0,1,1,0869630000010A,10A,0
"blusa paloma - blanco ",3000.0,6000.0,1,1,0869630027010A,10A,0
remera baloon - marino,2000.0,4000.0,1,1,0876010125010A,10A,0
"remera yamila - blanco ",3000.0,6000.0,1,1,0878010400010A,10A,0
remera leysa - amarilla,2500.0,5000.0,1,1,0814780137010A,10A,0
remera bernarda - rojo,2500.0,5000.0,1,1,0844000150010A,10A,0
"remera felicita - blanco ",2500.0,5000.0,1,1,0873010000010A,10A,0
"remera bernarda - blanco ",2500.0,5000.0,1,1,0844000100010A,10A,0
remera felicitas - beige,2500.0,5000.0,1,1,0873010042010A,10A,0
remera space explore - marino,3000.0,6000.0,1,1,0805017425010A,10A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125010A,10A,0
"remera blanca - blanco ",3000.0,6000.0,1,1,0854010100010A,10A,0
remera into the wild - oxido,3000.0,6000.0,1,1,0805015497010A,10A,0
"remera space explore - blanco ",3000.0,6000.0,1,1,0805017400010A,10A,0
solero martina - aero,3500.0,7000.0,1,1,0967620121008A,10A,0
chomba oliver - beige,3000.0,6000.0,1,1,0837090042010A,10A,0
"chomba mateo m/c - blanco ",3000.0,6000.0,1,1,0837000100010A,10A,0
chomba oliver - azul,3000.0,6000.0,1,1,0837090019010A,10A,0
"camisa shark - blanco ",2500.0,5000.0,1,1,0864060100010A,10A,0
camisa chano - aero,3500.0,7000.0,1,1,0864980121010A,10A,0
"vestido selena - rosa viejo ",3500.0,7000.0,1,1,0965040111010A,10A,0
solero martina - aero,3500.0,7000.0,1,1,0967620121010A,10A,0
"mono amparo - rosa viejo ",4000.0,8000.0,1,1,0353330111010A,10A,0
mono amparo - rojo,4000.0,8000.0,1,1,0353330150010A,10A,0
vestido justina - jean,4000.0,8000.0,1,1,0943310122010A,10A,0
vestido lali - rojo,3500.0,7000.0,1,1,0939010150010A,10A,0
"vestido amparo - blanco ",4000.0,8000.0,1,1,0947330100000M,10A,1
solero martina - aero,3500.0,7000.0,1,1,0967620121000M,10A,1
mono amparo - rojo,4000.0,8000.0,1,1,0353330150000M,10A,1
"mono amparo - rosa viejo ",4000.0,8000.0,1,1,0353330111000M,10A,1
mono amparo - todtado,4000.0,8000.0,1,1,0353330127000M,10A,1
mono amparo - tostado,4000.0,8000.0,1,1,0353330127000M,16A,0
mono amparo - rosa viejo,4000.0,8000.0,1,1,0353330111000M,16A,0
mono amparo - rojo,4000.0,8000.0,1,1,0353330150000M,16A,0
"solero martina ",3500.0,7000.0,1,1,0967620121000M,16A,0
